id	chr	site	pos	qtn_cor
1	1	44	0.000181223314860651	-0.0922703851564336
2	1	94	0.000355969056287739	0.0550511446791598
3	1	151	0.000571771106869717	-0.059846801993855
4	1	171	0.000629535293504604	0.0235829384305373
5	1	191	0.000679332482143534	0.043379409223901
6	1	214	0.000752729971704764	-0.0213268134137105
7	1	264	0.000896443482670452	0.0454944124500889
8	1	326	0.0010661183904258	0.0376791856205394
9	1	329	0.00107120821152611	0.00292294097191971
10	1	358	0.00114624550941302	-0.130367602363868
11	1	581	0.00183860192851998	0.0259944156590824
12	1	620	0.00198263359248464	0.103632679038123
13	1	631	0.00204022975318519	0.0198590913479551
14	1	739	0.00238737442513466	-0.048403022702567
15	1	760	0.0024381490911741	-0.012118897738124
16	1	1014	0.00332029048646833	0.048631014580154
17	1	1236	0.00402768025295792	-0.0522047091158449
18	1	1276	0.00414360368492946	0.00302778681229036
19	1	1280	0.00415676343092277	-0.0278911291721557
20	1	1293	0.0041943062082698	0.0409573636848967
21	1	1309	0.00422002579958587	-0.00375802231158115
22	1	1330	0.00435336570461559	0.0469478314647628
23	1	1422	0.00467403651778182	-0.0361021157193081
24	1	1447	0.00475204835869111	-0.0302061485696641
25	1	1491	0.00488530087952121	-0.00355349046490529
26	1	1530	0.00498979145710858	-0.00746625066058232
27	1	1557	0.0050563063797168	-0.00549983481599748
28	1	1571	0.00510690962185282	0.0513783209496514
29	1	1779	0.00564752057664002	0.0409573636848967
30	1	1796	0.00573235307048104	0.033180199705587
31	1	1951	0.0061387110472834	-0.033848809234293
32	1	2124	0.00681714594614484	0.0409573636848967
33	1	2162	0.00694030123486476	0.0410029860183117
34	1	2181	0.00698197702963922	-0.018379641932426
35	1	2188	0.00700233021597917	0.0155715210836795
36	1	2213	0.00706932798973229	-0.0398850031626821
37	1	2260	0.00725387924356875	-0.0636749776920131
38	1	2309	0.00748230342401296	0.00507718292303202
39	1	2338	0.00755671954916801	0.0583614250825368
40	1	2370	0.00762782958394977	0.0409573636848967
41	1	2390	0.00768995431183598	-0.0361021157193081
42	1	2467	0.00791021557712413	0.010181574415967
43	1	2530	0.00808928068702316	-0.0658589902164136
44	1	2637	0.00839276606334333	-0.0618869681117748
45	1	2708	0.00859164830205977	-0.0411794190879028
46	1	2735	0.00865926738607135	-0.0794893034228926
47	1	2932	0.00925950469734354	-0.00124489149748815
48	1	2937	0.00927230715830914	-0.00712816355623079
49	1	3082	0.00980876901593525	-0.031776071969785
50	1	3190	0.0101821272610884	0.0277750372050748
51	1	3237	0.0103461545240164	-0.0179363193697044
52	1	3323	0.0106076998938365	-0.0215141897403983
53	1	3399	0.0108708550189853	-0.031776071969785
54	1	3473	0.0110482435486716	0.00241652846487883
55	1	3485	0.0110717043536062	-0.0423764965809581
56	1	3527	0.0112482294031988	-0.0898263147307175
57	1	3567	0.0114016557837138	0.051594361889341
58	1	3696	0.0118260836402204	0.0668359698496777
59	1	3737	0.011957611993701	0.00432542669852983
60	1	3807	0.0121586479580142	-0.00779889180020637
61	1	3888	0.0125061991962829	-0.042376125494401
62	1	3937	0.0126424587464884	0.0236972816268497
63	1	4078	0.0130045463455355	0.0369084006089012
64	1	4288	0.0136014491358315	-0.0420972482429289
65	1	4340	0.0137508988805019	-0.0512858618931532
66	1	4352	0.0137892778096682	0.0172266486820013
67	1	4390	0.0138870312190829	-0.0291433302714883
68	1	4482	0.0141543021484149	0.0789419488308596
69	1	4556	0.0143976832300339	-0.0792159702645001
70	1	4564	0.0144285748340971	-0.00394569889513411
71	1	4587	0.0145209678199369	-0.0115142249498225
72	1	4615	0.0145934212895752	0.0191365959359896
73	1	4739	0.0149452965257714	-0.0498609896929358
74	1	4780	0.015040824166908	0.0968098452281906
75	1	4802	0.0150878910661401	0.0750387197227938
76	1	4833	0.0151516210362162	0.110471627843859
77	1	5024	0.0156620669767502	0.0809684321876458
78	1	5108	0.0158739804903214	-0.063212118936823
79	1	5265	0.0164571556173277	0.0287245206263352
80	1	5266	0.0164575811851629	-0.0913462155323631
81	1	5417	0.0169885625608548	0.0207487108676225
82	1	5460	0.0171156039603669	-0.0298504661058235
83	1	5845	0.0182895712279756	-0.119869301634475
84	1	5903	0.0184864974273159	0.0679460721997991
85	1	6082	0.0189887126486907	0.0233462983894098
86	1	6088	0.0189983217403039	0.00717769867001919
87	1	6147	0.0191749213683699	0.152373742082173
88	1	6254	0.0195201702813888	-0.00152904069892138
89	1	6270	0.0195866250005142	0.0364461489951924
90	1	6313	0.0197146577031036	0.0233462983894098
91	1	6348	0.0198300260641799	0.0616459186640749
92	1	6364	0.019871215886089	-0.00410249771761026
93	1	6365	0.0198763058057586	-0.00655148608824933
94	1	6368	0.019882532390053	0.0142274094371367
95	1	6382	0.0199166473277166	-0.0370507794348075
96	1	6419	0.0200395205777918	0.0870643616792836
97	1	6503	0.0202617637556086	-0.0738135820378208
98	1	6505	0.0202663859259787	-0.0738135820378208
99	1	6603	0.0205155735857922	0.0724398954174657
100	1	6674	0.0207297832525475	-0.103607345392487
101	1	6743	0.020923892867273	0.0505686083812366
102	1	6787	0.0210901771733737	-0.0258503290295705
103	1	6801	0.0211291061966381	-0.00739773478946825
104	1	6863	0.0213270784722055	-0.133785096792858
105	1	6877	0.0213525112215783	0.0364461489951924
106	1	7002	0.0217694904422294	0.00439706980817628
107	1	7072	0.0220120719000873	0.0567871564478569
108	1	7073	0.0220126826992673	-0.0398850031626821
109	1	7208	0.0225436146593896	-0.072965739627243
110	1	7255	0.0226926191827761	-0.0370507794348075
111	1	7273	0.0227529030140474	-0.0236902512079547
112	1	7401	0.0232631194966947	-0.0911779123132553
113	1	7422	0.0233311614809529	0.088411756597329
114	1	7510	0.023624726662835	-0.00157149403369478
115	1	7518	0.0236430596066877	0.134754589518664
116	1	7540	0.0236983810980992	-0.00534190206184854
117	1	7603	0.0239379596226115	-0.00939823629079946
118	1	7657	0.0242175219969476	-0.0515350825551568
119	1	7717	0.0244743387695944	0.0247092277312497
120	1	7817	0.0248053025162476	-0.00284430291947636
121	1	7832	0.0248767834152623	0.051594361889341
122	1	7878	0.0250545188310671	-0.0426538786372215
123	1	8014	0.0254163200602521	0.00654901900720956
124	1	8182	0.0259660023226644	-0.0272565100169002
125	1	8198	0.026022038123761	0.0264901242274169
126	1	8220	0.0261203904023497	-0.0278422488092688
127	1	8222	0.0261246850146432	-0.115934448622773
128	1	8243	0.0261647679775752	-0.0156669735672528
129	1	8312	0.0263306668008478	0.0644406223405411
130	1	8397	0.0265402997157346	0.0220726308873047
131	1	8415	0.0265834678352103	-0.0143635558094744
132	1	8461	0.0267224322927062	0.0018851086141321
133	1	8592	0.027177111160105	0.0819453931493857
134	1	8648	0.0273546819941789	0.0969838527574783
135	1	8710	0.0274985129610689	0.0168769674104079
136	1	8711	0.0275044501387452	0.065102196230779
137	1	8717	0.0275208561211328	0.0730273612190554
138	1	8731	0.0275659180059347	0.0761037017327061
139	1	8837	0.0278135416204553	0.067484499046887
140	1	8897	0.027983925846078	0.0445615459097025
141	1	8911	0.0280299184769962	0.100513995694428
142	1	8941	0.0281278038700233	0.0789924529547563
143	1	9026	0.0283382031050584	0.0596864718623335
144	1	9078	0.0284999817723011	0.077653015338091
145	1	9173	0.0288206784973422	0.012781545633409
146	1	9207	0.0289402344301987	0.0141970195568011
147	1	9209	0.0289656422215869	-0.00127777291781147
148	1	9234	0.0290528887603396	0.128955193903793
149	1	9360	0.0293955423232549	0.00654901900720956
150	1	9393	0.0294901092722242	0.01637322270179
151	1	9412	0.0295559358818014	0.0513783209496514
152	1	9530	0.0299743902701834	-0.0231125912607301
153	1	9600	0.0301776877258211	-0.00127777291781147
154	1	9605	0.030201919098815	-0.0263274924823836
155	1	9781	0.0306975155177577	0.0437332384839863
156	1	9934	0.0311921061722768	-0.0130990290732008
157	1	9957	0.0312457286013205	-0.0408918433827874
158	1	10067	0.0315992137844495	-0.0675899958093474
159	1	10099	0.0316818931338555	-0.0771836522296677
160	1	10161	0.0318390425428337	-0.0170151618996763
161	1	10224	0.0320104572146105	0.0393740956369902
162	1	10336	0.0323876830700275	0.011780540894315
163	1	10577	0.0332160223353651	-0.00744507513995908
164	1	10680	0.0335685096611094	-0.0271601158334136
165	1	10881	0.0342149267061952	0.000227704610807657
166	1	11173	0.0350744265813067	-0.019831455359992
167	1	11184	0.0351436167446658	0.053287723613581
168	1	11278	0.0355141776441816	-0.0241115381768698
169	1	11319	0.0357064297823998	-0.0611162943878284
170	1	11365	0.0359236831036557	0.11229226622059
171	1	11369	0.035934336923292	0.011780540894315
172	1	11425	0.0361633121938496	-0.0634948033692892
173	1	11463	0.0363546615248205	0.00654901900720956
174	1	11525	0.0365779499496856	-0.0755355761641541
175	1	11551	0.0366618578398299	0.0314623286994343
176	1	11666	0.0370127386106122	0.125337658194906
177	1	11669	0.0370234834828035	0.00634346750123917
178	1	11685	0.0370830975125805	-0.0139166653903203
179	1	11778	0.0374256562331951	-0.0810324048145965
180	1	11804	0.0374975370570802	-0.0552776935418519
181	1	11848	0.0376249398949041	-0.0400369251327874
182	1	11998	0.038152419907703	0.0842514708125791
183	1	12061	0.0383620935809361	-0.0163384952898026
184	1	12138	0.0386221455728967	0.119329240389069
185	1	12167	0.0387208350835847	-0.0105700636192904
186	1	12246	0.0389518351193898	-0.0227113910169842
187	1	12408	0.0393842056290097	-0.0298660619366601
188	1	12432	0.0394452396111776	-0.0469526289906983
189	1	12501	0.0396740686962188	-0.0241115381768698
190	1	12515	0.0397087358049621	-0.00742381730843455
191	1	12596	0.0399945094197707	0.0420005663413629
192	1	12604	0.0400109631678499	0.0128571611069276
193	1	12614	0.0400260481136537	-0.0723394292842884
194	1	12699	0.0402253790427844	0.060425668055976
195	1	12703	0.0402372882227506	-0.0357710079209032
196	1	12889	0.0407357155077837	0.0436966090361126
197	1	12915	0.0407852681257978	-0.00569718140363258
198	1	13030	0.0410798721269155	0.0406055709714619
199	1	13032	0.041089792020372	-0.0260631580178935
200	1	13131	0.0413224480082322	-0.0417797543373845
201	1	13202	0.0415081400175725	-0.0260631580178935
202	1	13298	0.041848714000411	-0.0098127119515835
203	1	13308	0.0418793883351101	-0.0139166653903203
204	1	13399	0.0422213911267769	-0.0418875473188564
205	1	13414	0.0422701763749637	-0.0957794029804398
206	1	13440	0.04237071182357	-0.036887558949767
207	1	13550	0.0426607653484795	0.0632106078324618
208	1	13618	0.0428958803561078	0.0253460527753
209	1	13654	0.0429879271430721	-0.060485098332447
210	1	13705	0.0431080446534681	-0.0491168256720638
211	1	13735	0.0432101109730275	-0.0889275010179177
212	1	13749	0.0432345137391003	-0.0353983439142246
213	1	13761	0.0432669122914681	0.0237449179525524
214	1	13781	0.043355244093394	-0.00959393087620991
215	1	13891	0.0437628826513471	-0.00169171368380267
216	1	13993	0.0441241258858838	0.0241652272263191
217	1	14021	0.0441917571445804	-0.00511375347360294
218	1	14108	0.0444604605937851	0.00413573321931261
219	1	14148	0.0445777536601262	0.0365341797687669
220	1	14168	0.0446334297794032	0.0578568997560067
221	1	14247	0.0449192757170734	0.0412276956202946
222	1	14281	0.0450535583155933	-0.0213268134137105
223	1	14310	0.0451397061185314	-0.01874443879908
224	1	14313	0.0451420868836477	0.00775241644571878
225	1	14443	0.0455767991043605	0.088411756597329
226	1	14455	0.0456189592711533	0.0771027927093305
227	1	14494	0.0457278255206907	0.010181574415967
228	1	14638	0.046174076681821	-0.0326715823519515
229	1	14750	0.0464593143778977	0.0419302523705625
230	1	14779	0.0465295498782688	-0.00409656676962385
231	1	14805	0.0465832484611334	-0.0604161640213283
232	1	14825	0.0466291446623807	0.00585467936332948
233	1	14970	0.046909918228494	0.0435474313033324
234	1	15057	0.0471042448263731	0.00775241644571878
235	1	15121	0.0473454302382719	-0.0456158245698656
236	1	15187	0.0475299108244932	0.051594361889341
237	1	15368	0.047952374655192	-0.021765804420448
238	1	15422	0.0480983376741885	-0.0176070919046789
239	1	15439	0.0481371303735416	0.0235829384305373
240	1	15683	0.0486817670033468	-0.0681003139298107
241	1	15941	0.0495241196834387	0.0152796144101171
242	1	16068	0.050024027100555	-0.10893695655235
243	1	16074	0.0500301074712031	0.0526935798083679
244	1	16162	0.0503456621706787	-0.0326715823519515
245	1	16164	0.0503502777366286	0.0578064158347422
246	1	16293	0.0507751150926229	0.010602685731435
247	1	16317	0.0508503600023033	0.0369902514943354
248	1	16338	0.0509155408720748	0.00531692431563445
249	1	16352	0.0509757921678644	0.0340978943002791
250	1	16353	0.0509774772982739	0.0842514708125791
251	1	16424	0.051160145327441	0.00104096049800291
252	1	16496	0.0513929779116141	0.0294210801417031
253	1	16587	0.0516837032106018	-0.0727492395749645
254	1	16602	0.0517057986339154	-0.0889275010179177
255	1	16700	0.0520709019164875	0.0427332827018242
256	1	16788	0.0523089051723437	-0.0278208748992581
257	1	16848	0.052455924882663	0.0037608698078467
